1568857379243;0.00003869;-0.00000802;0.00000854;-0.00000083;-0.00004334;-0.00000545;-0.00004504;0.00000671;VALID;
1568857379247;0.00002515;-0.00000776;0.00001446;0.00003435;-0.00003929;0.00002481;-0.00003518;-0.00002032;VALID;
1568857379253;0.00006086;0.00003400;0.00004086;0.00003440;-0.00001641;0.00003134;-0.00002631;0.00000418;VALID;
1568857379259;0.00007769;-0.00000856;0.00003156;0.00002284;0.00000809;0.00003840;0.00001433;0.00002693;VALID;
1568857379260;0.00009788;0.00001679;0.00001100;0.00002369;-0.00001902;0.00001784;-0.00001931;-0.00001397;VALID;
1568857379265;0.00010347;-0.00001817;-0.00001723;-0.00003091;-0.00004399;0.00002354;-0.00002369;-0.00004052;VALID;
1568857379269;0.00009678;-0.00002591;0.00004893;-0.00001124;-0.00000874;0.00000219;-0.00000232;-0.00002038;VALID;
1568857379274;0.00007919;0.00001247;0.00003970;-0.00002112;0.00001457;0.00000881;0.00000867;0.00001082;VALID;
1568857379279;0.00005320;-0.00000574;-0.00002689;-0.00004857;-0.00000939;0.00002244;-0.00002852;-0.00005349;VALID;
1568857379287;0.00006068;-0.00001066;-0.00002454;-0.00001737;-0.00002280;0.00001343;-0.00004571;-0.00002745;VALID;
1568857379292;0.00004761;-0.00000342;0.00001057;0.00000894;0.00002050;0.00001252;-0.00000773;0.00001911;VALID;
1568857379299;0.00005541;-0.00004616;0.00002380;-0.00000545;0.00002492;0.00001799;-0.00000306;0.00002562;VALID;
1568857379304;0.00005043;-0.00005921;-0.00000371;-0.00000174;0.00000219;-0.00000552;-0.00002213;0.00000219;VALID;
1568857379308;0.00001171;-0.00003283;-0.00006120;-0.00003755;-0.00001241;-0.00002434;-0.00005181;-0.00003415;VALID;
1568857379313;0.00002175;-0.00003655;-0.00005405;-0.00001091;0.00000040;0.00000150;-0.00004692;-0.00002903;VALID;
1568857379316;0.00003856;-0.00003111;-0.00003800;0.00001983;0.00004334;0.00000800;-0.00004178;-0.00001169;VALID;
1568857379321;0.00000311;-0.00003862;-0.00004182;0.00000959;0.00000331;-0.00002823;-0.00000704;-0.00000311;VALID;
1568857379328;0.00003458;-0.00001520;-0.00003384;-0.00004153;-0.00002302;-0.00003465;0.00000270;-0.00003429;VALID;
1568857379330;0.00003670;-0.00002389;-0.00002924;-0.00002877;0.00001330;-0.00003541;-0.00000950;-0.00002287;VALID;
1568857379335;0.00002832;-0.00000355;0.00000726;-0.00001464;0.00004287;0.00002678;-0.00000308;0.00000644;VALID;
1568857379339;0.00000691;0.00001451;-0.00000606;-0.00002336;0.00004978;0.00002385;-0.00002345;-0.00003460;VALID;
1568857379344;0.00004669;0.00002801;-0.00003780;-0.00003514;0.00003453;-0.00001898;-0.00002358;-0.00003317;VALID;
1568857379349;0.00007229;0.00001571;-0.00006176;-0.00004108;0.00002032;-0.00003878;-0.00001857;-0.00005718;VALID;
1568857379353;0.00006516;0.00003279;-0.00000215;-0.00002275;0.00001795;-0.00003053;-0.00000002;-0.00006612;VALID;
1568857379357;0.00006118;0.00001480;-0.00002038;-0.00001285;0.00000528;-0.00001317;-0.00000080;-0.00006281;VALID;
1568857379361;0.00003693;0.00002682;-0.00004808;-0.00001194;-0.00002812;-0.00005478;-0.00002955;-0.00006808;VALID;
1568857379366;0.00005921;0.00004611;-0.00001750;-0.00000659;-0.00002714;0.00000127;-0.00004292;-0.00004607;VALID;
1568857379370;0.00007372;0.00003907;0.00001808;-0.00002510;0.00000384;0.00000308;-0.00002642;-0.00002278;VALID;
1568857379374;0.00006849;0.00005581;0.00000125;-0.00000346;0.00004611;-0.00000215;-0.00001976;-0.00003319;VALID;
1568857379379;0.00006518;0.00004765;-0.00001616;-0.00003672;0.00000992;-0.00001182;-0.00004372;-0.00007170;VALID;
1568857379385;0.00006851;0.00004397;-0.00003690;-0.00003525;-0.00002123;0.00000228;-0.00002928;-0.00005277;VALID;
1568857379389;0.00006223;0.00004502;-0.00007193;-0.00002805;-0.00001938;0.00002302;-0.00001826;-0.00004155;VALID;
1568857379392;0.00001967;0.00004280;-0.00005148;-0.00002146;-0.00001220;0.00002785;-0.00001283;-0.00001352;VALID;
1568857379397;0.00002220;0.00003871;-0.00003706;-0.00006583;-0.00001124;0.00000429;-0.00002414;-0.00003755;VALID;
1568857379402;0.00003543;0.00004520;-0.00002059;-0.00004222;-0.00002367;-0.00000852;-0.00005262;-0.00006393;VALID;
1568857379405;0.00004996;0.00003145;-0.00003558;-0.00002403;-0.00000291;0.00000896;-0.00001873;-0.00000525;VALID;
